"Data","Lançamento","Categoria","Tipo","Valor"
"20/04/2024","Pag*antoniocarlosjose  Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 18,00"
"19/04/2024","Mercado Sempre Mais    Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 40,15"
"19/04/2024","Caristofarmatatuape    Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 33,99"
"18/04/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 29,96"
"17/04/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 3,65"
"15/04/2024","Pag*rhn                Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 8,00"
"15/04/2024","Mercado Sempre Mais    Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 57,32"
"14/04/2024","Ibirapuera             Sao Paulo     Bra","OUTROS","Compra à vista","R$ 5,00"
"14/04/2024","Olga Ri Vila Olimpia   Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 79,67"
"13/04/2024","Ifd*animax Fast-food E Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 62,79"
"13/04/2024","Ifd*restaurante Arequi Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 35,89"
"12/04/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 9,99"
"12/04/2024","Mercado Sempre Mais    Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 97,37"
"12/04/2024","Extrafarma Shopping Me Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 24,29"
"12/04/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 9,09"
"11/04/2024","Shpp Brasil Servicos D Sao Paulo     Bra","OUTROS","Compra à vista","R$ 38,41"
"10/04/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 23,14"
"10/04/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 24,90"
"10/04/2024","Pag*rhn                Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 22,00"
"10/04/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 46,04"
"10/04/2024","Morango E Acai         Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 27,00"
"09/04/2024","Davi Araujo Ribeiro Op","SAUDE","Compra à vista","R$ 670,00"
"09/04/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 10,41"
"08/04/2024","Pag*rhn                Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 21,00"
"07/04/2024","Pag*leonardorochado    Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 40,00"
"07/04/2024","Giovanna Evaristo      Santo Andre   Bra","VESTUARIO","Compra à vista","R$ 61,96"
"07/04/2024","Pg *ton Ana Paula So   Ferraz De Vas Bra","OUTROS","Compra à vista","R$ 55,00"
"06/04/2024","Ifd*lanchonete Hippos  Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 98,70"
"06/04/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 29,95"
"06/04/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 29,95"
"06/04/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 33,17"
"05/04/2024","Pagamento De Fatura","OUTROS","Compra à vista","-R$ 2.566,37"
"03/04/2024","Gourmezinho            Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 6,00"
"03/04/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 25,69"
"02/04/2024","Amazonprimebr          Sao Paulo     Bra","OUTROS","Compra à vista","R$ 14,90"
"02/04/2024","Google Wm Max Llc      Sao Paulo     Bra","OUTROS","Compra à vista","R$ 34,90"
"02/04/2024","Drive Barbearia Tatuap Sao Paulo     Bra","OUTROS","Compra à vista","R$ 90,00"
"02/04/2024","Mercado Sempre Mais    Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 58,95"
"31/03/2024","Ifd*patricia Lumy Do V Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 41,00"
"31/03/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 9,85"
"29/03/2024","Ifd*tatu Restaurante S Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 57,80"
"29/03/2024","Ifd*explorer Restauran Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 62,00"
"29/03/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 34,24"
"28/03/2024","Ifd*animax Fast-food E Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 67,59"
"28/03/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 19,90"
"28/03/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 14,99"
"28/03/2024","Morango E Acai         Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 27,00"
"27/03/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 21,39"
"27/03/2024","Mercado Sempre Mais    Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 87,41"
"26/03/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 15,94"
"25/03/2024","Ifd*animax Fast-food E Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 61,70"
"25/03/2024","Caristofarmatatuape    Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 41,98"
"24/03/2024","Ifd*obara Sushi Ltda   Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 62,90"
"24/03/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 31,24"
"23/03/2024","Caristofarmatatuape    Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 31,99"
"22/03/2024","Ifd*jilm Hamburgueria  Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 59,80"
"22/03/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 21,39"
"22/03/2024","Genga Roveran          Sao Paulo     Bra","COMPRAS","Compra à vista","R$ 18,00"
"20/03/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 15,06"
"20/03/2024","Ifd*rdp Restaurantes L Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 38,90"
"20/03/2024","Pag*antoniocarlosjose  Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 18,00"
"19/03/2024","Caristofarmatatuape    Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 56,99"
"19/03/2024","Mercado Sempre Mais    Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 117,70"
"19/03/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 21,39"
"18/03/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 9,92"
"18/03/2024","Extrafarma Shopping Me Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 139,87"
"16/03/2024","Ifood  *ifd*grupo Far  Vila Yara Osa Bra","SUPERMERCADO","Compra à vista","R$ 1,71"
"16/03/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 15,42"
"16/03/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 17,95"
"16/03/2024","Ifd*jcf Alimentos Ltda Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 53,89"
"16/03/2024","Ifood  *ifd*grupo Far  Vila Yara Osa Bra","SUPERMERCADO","Compra à vista","R$ 136,83"
"15/03/2024","Ifd*restaurante Arequi Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 30,90"
"14/03/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 14,92"
"14/03/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 19,96"
"14/03/2024","Extrafarma Shopping Me Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 15,99"
"14/03/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 47,06"
"13/03/2024","Ifd*marco Aurelio Feli Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 40,50"
"13/03/2024","Extrafarma Shopping Me Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 8,99"
"13/03/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 21,39"
"12/03/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 30,97"
"11/03/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 10,14"
"11/03/2024","Ifd*jilm Hamburgueria  Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 56,80"
"11/03/2024","Ifd*restaurante Arequi Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 38,90"
"11/03/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 21,39"
"10/03/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 19,99"
"10/03/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 14,94"
"10/03/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 14,93"
"10/03/2024","Extrafarma Shopping Me Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 32,10"
"10/03/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 22,49"
"09/03/2024","Uilson Gomes De Brit   Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 16,00"
"09/03/2024","Kichi Cafe             Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 31,80"
"09/03/2024","Mercado Sempre Mais    Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 39,55"
"09/03/2024","Extrafarma Shopping Me Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 17,85"
"07/03/2024","Mercado Sempre Mais    Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 43,92"
"06/03/2024","Ponto De Encontro Sal  Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 14,90"
"05/03/2024","Pagamento De Fatura","OUTROS","Compra à vista","-R$ 3.056,74"
"04/03/2024","Mercado Sempre Mais    Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 65,29"
"03/03/2024","Vq18 Ltda              Sao Paulo     Bra","ENTRETENIMENTO","Compra à vista","R$ 61,02"
"03/03/2024","Cinemark Santa Cruz    Sao Paulo     Bra","CULTURA","Compra à vista","R$ 23,00"
"03/03/2024","Mania De Churrasco Pri Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 5,90"
"03/03/2024","Morango E Acai         Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 39,00"
"02/03/2024","Amazonprimebr          Sao Paulo     Bra","OUTROS","Compra à vista","R$ 14,90"
"02/03/2024","Google Wm Max Llc      Sao Paulo     Bra","OUTROS","Compra à vista","R$ 34,90"
"02/03/2024","Mercado Sempre Mais    Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 40,63"
"01/03/2024","Pag*irismarpinheirolo  Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 12,00"
"01/03/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 10,69"
"01/03/2024","Sub Caicara Comercio   Praia Grande  Bra","RESTAURANTES","Compra à vista","R$ 75,00"
"01/03/2024","Cafe E Salg Quero Mais Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 8,50"
"01/03/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 14,99"
"29/02/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 45,99"
"28/02/2024","Iof Adicional Db Pf","OUTROS","Compra à vista","R$ 1,86"
"28/02/2024","Iof Diario Db Pf","OUTROS","Compra à vista","R$ 0,04"
"28/02/2024","Iof Diario Db Pf","OUTROS","Compra à vista","R$ 0,05"
"28/02/2024","Juros De Mora","OUTROS","Compra à vista","R$ 0,16"
"28/02/2024","Juros De Mora","OUTROS","Compra à vista","R$ 0,20"
"28/02/2024","Encargos Rotativo","OUTROS","Compra à vista","R$ 2,91"
"28/02/2024","Multa Por Atraso","OUTROS","Compra à vista","R$ 20,72"
"28/02/2024","Encargos Rotativo","OUTROS","Compra à vista","R$ 2,36"
"28/02/2024","Ifd*jcf Alimentos Ltda Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 62,79"
"28/02/2024","Uilson Gomes De Brit   Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 13,00"
"28/02/2024","Iof Adicional Db Pf","OUTROS","Compra à vista","R$ 2,51"
"27/02/2024","Pag*antoniocarlosjose  Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 17,00"
"27/02/2024","Oxxo Husband           Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 6,99"
"26/02/2024","Melissa Gregorio Oliv  Sao Paulo     Bra","OUTROS","Compra à vista","R$ 22,00"
"26/02/2024","Mercado Sempre Mais    Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 9,99"
"26/02/2024","Lanchonete Ubajara     Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 5,00"
"25/02/2024","Ifd*mimic Fornecimento Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 69,99"
"24/02/2024","Pag*gueldoces          Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 22,00"
"24/02/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 10,69"
"23/02/2024","Mercado Sempre Mais Lt Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 122,93"
"23/02/2024","Pag*nomorepaincomidav  Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 51,70"
"22/02/2024","Drive Barbearia Tatuap Sao Paulo     Bra","OUTROS","Compra à vista","R$ 75,00"
"22/02/2024","Kfc Shopping Metro San Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 34,50"
"22/02/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 7,79"
"22/02/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 24,59"
"22/02/2024","Cinemark Santa Cruz    Sao Paulo     Bra","CULTURA","Compra à vista","R$ 12,00"
"21/02/2024","Amazon Br              Sao Paulo     Bra","VESTUARIO","Compra à vista","R$ 36,90"
"21/02/2024","Mercado Sempre Mais    Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 135,18"
"20/02/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 16,95"
"20/02/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 16,93"
"20/02/2024","Extrafarma Shopping Me Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 78,44"
"18/02/2024","Ifd*jcf Alimentos Ltda Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 74,79"
"18/02/2024","Preco E Cia            Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 193,18"
"18/02/2024","Ifd*patricia Lumy Do V Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 39,00"
"17/02/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 64,93"
"17/02/2024","Ifd*silmac Bar E Resta Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 39,75"
"17/02/2024","Padroeiro Bar          Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 169,27"
"17/02/2024","Mercado Sempre Mais    Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 177,99"
"17/02/2024","Cafe E Salg Quero Mais Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 18,40"
"17/02/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 48,15"
"17/02/2024","Caristofarmatatuape    Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 18,99"
"16/02/2024","Ifd*dfran Pizzaria Eir Lauro De Frei Bra","RESTAURANTES","Compra à vista","R$ 139,97"
"10/02/2024","Hiperideal             Salvador      Bra","COMPRAS","Compra à vista","R$ 2,30"
"09/02/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 10,57"
"09/02/2024","Ifd*ledox Comercio De  Lauro De Frei Bra","RESTAURANTES","Compra à vista","R$ 125,70"
"08/02/2024","Mais1 Cafe Ba/lauro De Lauro De Frei Bra","RESTAURANTES","Compra à vista","R$ 50,60"
"06/02/2024","Pagamento De Fatura","OUTROS","Compra à vista","-R$ 1.163,33"
"04/02/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 29,97"
"03/02/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 14,95"
"03/02/2024","Larica Lanches         Salvador      Bra","RESTAURANTES","Compra à vista","R$ 16,99"
"03/02/2024","Lojas Americanas 44    Salvador      Bra","SUPERMERCADO","Compra à vista","R$ 5,90"
"02/02/2024","Outback Lauro De Freit Lauro De Frei Bra","RESTAURANTES","Compra à vista","R$ 258,27"
"02/02/2024","Google Hbo Max         Sao Paulo     Bra","OUTROS","Compra à vista","R$ 34,90"
"02/02/2024","Estapar Scp Shop Parqu Lauro De Frei Bra","TRANSPORTE","Compra à vista","R$ 10,00"
"01/02/2024","Pizza Hut Sdb          Salvador      Bra","RESTAURANTES","Compra à vista","R$ 104,20"
"30/01/2024","Mc Donalds             Salvador      Bra","RESTAURANTES","Compra à vista","R$ 44,00"
"30/01/2024","Ls Hortifruti          Salvador      Bra","SUPERMERCADO","Compra à vista","R$ 92,00"
"30/01/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 44,97"
"30/01/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 14,94"
"30/01/2024","Pag*mepayfinancial     Nova Lima     Bra","OUTROS","Compra à vista","R$ 20,00"
"28/01/2024","Iof Adicional Db Pf","OUTROS","Compra à vista","R$ 0,34"
"28/01/2024","Iof Diario Db Pf","OUTROS","Compra à vista","R$ 0,02"
"28/01/2024","Iof Adicional Db Pf","OUTROS","Compra à vista","R$ 2,03"
"28/01/2024","Iof Diario Db Pf","OUTROS","Compra à vista","R$ 0,13"
"28/01/2024","Iof Adicional Db Pf","OUTROS","Compra à vista","R$ 8,64"
"28/01/2024","Iof Diario Db Pf","OUTROS","Compra à vista","R$ 0,56"
"28/01/2024","Juros De Mora","OUTROS","Compra à vista","R$ 0,09"
"28/01/2024","Juros De Mora","OUTROS","Compra à vista","R$ 2,17"
"28/01/2024","Encargos Rotativo","OUTROS","Compra à vista","R$ 1,09"
"28/01/2024","Encargos Rotativo","OUTROS","Compra à vista","R$ 7,71"
"28/01/2024","Encargos Rotativo","OUTROS","Compra à vista","R$ 31,92"
"28/01/2024","Multa Por Atraso","OUTROS","Compra à vista","R$ 55,58"
"28/01/2024","Juros De Mora","OUTROS","Compra à vista","R$ 0,52"
"26/01/2024","Kawai Poke Food        Lauro De Frei Bra","RESTAURANTES","Compra à vista","R$ 203,61"
"25/01/2024","Novo Mix Atacado De Al Camacari      Bra","COMPRAS","Compra à vista","R$ 45,69"
"21/01/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 44,95"
"20/01/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 19,99"
"19/01/2024","Kop Salvador Iguatemi  Salvador      Bra","SUPERMERCADO","Compra à vista","R$ 20,90"
"14/01/2024","Do Alto Itaigara Ltda  Salvador      Bra","RESTAURANTES","Compra à vista","R$ 12,58"
"14/01/2024","Do Alto Itaigara Ltda  Salvador      Bra","RESTAURANTES","Compra à vista","R$ 3,90"
"08/01/2024","Pagamento De Fatura","OUTROS","Compra à vista","-R$ 2.908,94"
"05/01/2024","Novo Mix Atacado De Al Camacari      Bra","COMPRAS","Compra à vista","R$ 58,29"
"04/01/2024","Jessica                Camacari      Bra","SUPERMERCADO","Compra à vista","R$ 35,32"
"02/01/2024","Google Hbo Max         Sao Paulo     Bra","OUTROS","Compra à vista","R$ 34,90"
